epoch,loss,mse,val_loss,val_mse
0,0.33165237307548523,0.33165237307548523,2.380826950073242,2.380826950073242
1,0.1900830864906311,0.1900830864906311,1.8506381511688232,1.8506381511688232
2,0.12928099930286407,0.12928099930286407,1.4690066576004028,1.4690066576004028
3,0.09785783290863037,0.09785783290863037,1.1660057306289673,1.1660057306289673
4,0.07185017317533493,0.07185017317533493,0.9001350402832031,0.9001350402832031
5,0.04633520916104317,0.04633520916104317,0.6560410857200623,0.6560410857200623
6,0.019967252388596535,0.019967252388596535,0.45112916827201843,0.45112916827201843
7,0.009147590026259422,0.009147590026259422,0.3381274938583374,0.3381274938583374
8,0.007107970770448446,0.007107970770448446,0.28176265954971313,0.28176265954971313
9,0.006180192343890667,0.006180192343890667,0.25977060198783875,0.25977060198783875
10,0.006075789220631123,0.006075789220631123,0.24545694887638092,0.24545694887638092
11,0.006167843472212553,0.006167843472212553,0.23238632082939148,0.23238632082939148
12,0.004900227766484022,0.004900227766484022,0.2284461259841919,0.2284461259841919
13,0.004729264881461859,0.004729264881461859,0.22511668503284454,0.22511668503284454
14,0.004507650621235371,0.004507650621235371,0.2177562117576599,0.2177562117576599
15,0.0052098906598985195,0.0052098906598985195,0.2128223180770874,0.2128223180770874
16,0.00478486530482769,0.00478486530482769,0.21385332942008972,0.21385332942008972
17,0.003950710874050856,0.003950710874050856,0.21481212973594666,0.21481212973594666
18,0.0037892553955316544,0.0037892553955316544,0.22067274153232574,0.22067274153232574
19,0.0040658568032085896,0.0040658568032085896,0.20902952551841736,0.20902952551841736
20,0.003728291019797325,0.003728291019797325,0.20762930810451508,0.20762930810451508
21,0.0033893997315317392,0.0033893997315317392,0.20483087003231049,0.20483087003231049
22,0.003419814631342888,0.003419814631342888,0.20776496827602386,0.20776496827602386
23,0.0032014353200793266,0.0032014353200793266,0.2036960870027542,0.2036960870027542
24,0.003463601926341653,0.003463601926341653,0.20230144262313843,0.20230144262313843
25,0.0032528876326978207,0.0032528876326978207,0.1996259093284607,0.1996259093284607
26,0.0031047069933265448,0.0031047069933265448,0.19600507616996765,0.19600507616996765
27,0.0036291531287133694,0.0036291531287133694,0.19612187147140503,0.19612187147140503
28,0.003081351751461625,0.003081351751461625,0.1960393339395523,0.1960393339395523
29,0.0027054608799517155,0.0027054608799517155,0.18501684069633484,0.18501684069633484
30,0.0031071205157786608,0.0031071205157786608,0.1815589964389801,0.1815589964389801
31,0.0028849150985479355,0.0028849150985479355,0.1769234538078308,0.1769234538078308
32,0.0025973550509661436,0.0025973550509661436,0.1762450486421585,0.1762450486421585
33,0.0026196667458862066,0.0026196667458862066,0.1692199558019638,0.1692199558019638
34,0.002878747181966901,0.002878747181966901,0.16824446618556976,0.16824446618556976
35,0.002624247223138809,0.002624247223138809,0.16915002465248108,0.16915002465248108
36,0.002421075478196144,0.002421075478196144,0.1687396764755249,0.1687396764755249
37,0.002392181660979986,0.002392181660979986,0.1644100397825241,0.1644100397825241
38,0.002777915447950363,0.002777915447950363,0.1641322374343872,0.1641322374343872
39,0.002586190588772297,0.002586190588772297,0.15727688372135162,0.15727688372135162
40,0.003448114264756441,0.003448114264756441,0.1471307873725891,0.1471307873725891
41,0.002530789701268077,0.002530789701268077,0.14980700612068176,0.14980700612068176
42,0.002528072101995349,0.002528072101995349,0.14411258697509766,0.14411258697509766
43,0.003106029937043786,0.003106029937043786,0.14006438851356506,0.14006438851356506
44,0.003140045562759042,0.003140045562759042,0.13090306520462036,0.13090306520462036
45,0.0026269694790244102,0.0026269694790244102,0.12522993981838226,0.12522993981838226
46,0.0025869887322187424,0.0025869887322187424,0.1324097365140915,0.1324097365140915
47,0.0023556326050311327,0.0023556326050311327,0.12720336019992828,0.12720336019992828
48,0.0021309303119778633,0.0021309303119778633,0.13181187212467194,0.13181187212467194
49,0.0021674176678061485,0.0021674176678061485,0.12493874132633209,0.12493874132633209
50,0.002178917406126857,0.002178917406126857,0.13163883984088898,0.13163883984088898
51,0.0024488838389515877,0.0024488838389515877,0.12543462216854095,0.12543462216854095
52,0.0021185795776546,0.0021185795776546,0.1282750517129898,0.1282750517129898
53,0.0021492859814316034,0.0021492859814316034,0.12191291153430939,0.12191291153430939
54,0.0025567496195435524,0.0025567496195435524,0.11207638680934906,0.11207638680934906
55,0.002106322906911373,0.002106322906911373,0.1121135726571083,0.1121135726571083
56,0.002533896593376994,0.002533896593376994,0.11403561383485794,0.11403561383485794
57,0.002214681589975953,0.002214681589975953,0.12052442878484726,0.12052442878484726
58,0.002638482255861163,0.002638482255861163,0.11396028846502304,0.11396028846502304
59,0.002164414618164301,0.002164414618164301,0.11069095134735107,0.11069095134735107
60,0.002254591090604663,0.002254591090604663,0.1187879666686058,0.1187879666686058
61,0.0020847429987043142,0.0020847429987043142,0.11578302830457687,0.11578302830457687
62,0.0022296581882983446,0.0022296581882983446,0.10490434616804123,0.10490434616804123
63,0.0021459676790982485,0.0021459676790982485,0.10909904539585114,0.10909904539585114
64,0.0025186880957335234,0.0025186880957335234,0.11784116923809052,0.11784116923809052
65,0.0022665474098175764,0.0022665474098175764,0.11360833048820496,0.11360833048820496
66,0.0022861685138195753,0.0022861685138195753,0.11507069319486618,0.11507069319486618
67,0.0023334610741585493,0.0023334610741585493,0.11936907470226288,0.11936907470226288
68,0.0020452244207262993,0.0020452244207262993,0.11481624096632004,0.11481624096632004
69,0.0023447272833436728,0.0023447272833436728,0.11127179116010666,0.11127179116010666
70,0.0020403722301125526,0.0020403722301125526,0.10954481363296509,0.10954481363296509
71,0.002237790497019887,0.002237790497019887,0.10363348573446274,0.10363348573446274
72,0.0018659483175724745,0.0018659483175724745,0.10935073345899582,0.10935073345899582
73,0.002272725338116288,0.002272725338116288,0.10680726170539856,0.10680726170539856
74,0.0022934225853532553,0.0022934225853532553,0.10163630545139313,0.10163630545139313
75,0.0024122213944792747,0.0024122213944792747,0.11122322827577591,0.11122322827577591
76,0.002343442291021347,0.002343442291021347,0.10035612434148788,0.10035612434148788
77,0.002126125618815422,0.002126125618815422,0.09798233956098557,0.09798233956098557
78,0.0020520270336419344,0.0020520270336419344,0.09214746206998825,0.09214746206998825
79,0.0019899357575923204,0.0019899357575923204,0.09685204923152924,0.09685204923152924
80,0.0023451675660908222,0.0023451675660908222,0.09797530621290207,0.09797530621290207
81,0.002273314632475376,0.002273314632475376,0.09484665095806122,0.09484665095806122
82,0.00222211517393589,0.00222211517393589,0.09835528582334518,0.09835528582334518
83,0.0024796954821795225,0.0024796954821795225,0.10221515595912933,0.10221515595912933
84,0.0024474577512592077,0.0024474577512592077,0.08666643500328064,0.08666643500328064
85,0.0022988715209066868,0.0022988715209066868,0.08480055630207062,0.08480055630207062
86,0.0023752497509121895,0.0023752497509121895,0.0862894207239151,0.0862894207239151
87,0.0023933204356580973,0.0023933204356580973,0.08633147180080414,0.08633147180080414
88,0.002040772931650281,0.002040772931650281,0.09607639908790588,0.09607639908790588
89,0.0022411292884498835,0.0022411292884498835,0.09362589567899704,0.09362589567899704
90,0.002029734430834651,0.002029734430834651,0.09624771028757095,0.09624771028757095
91,0.002073506126180291,0.002073506126180291,0.08594195544719696,0.08594195544719696
92,0.0024888799525797367,0.0024888799525797367,0.0809728279709816,0.0809728279709816
93,0.0019150545122101903,0.0019150545122101903,0.09187555313110352,0.09187555313110352
94,0.0021901640575379133,0.0021901640575379133,0.08735691010951996,0.08735691010951996
95,0.0022182257380336523,0.0022182257380336523,0.09220938384532928,0.09220938384532928
96,0.0023118378594517708,0.0023118378594517708,0.07770223915576935,0.07770223170518875
97,0.002141630509868264,0.002141630509868264,0.08108318597078323,0.08108318597078323
98,0.0024494517128914595,0.0024494517128914595,0.07981964945793152,0.07981964945793152
99,0.0020321181509643793,0.0020321181509643793,0.08033959567546844,0.08033959567546844
100,0.002179886680096388,0.002179886680096388,0.07661660015583038,0.07661660015583038
101,0.0023810192942619324,0.0023810192942619324,0.07704087346792221,0.07704087346792221
102,0.002608661074191332,0.002608661074191332,0.0746995210647583,0.0746995210647583
103,0.0020366215612739325,0.0020366215612739325,0.08029930293560028,0.08029930293560028
104,0.0019108206033706665,0.0019108206033706665,0.07737553864717484,0.07737553864717484
105,0.0022337595000863075,0.0022337595000863075,0.07839328795671463,0.07839328795671463
106,0.0020797690376639366,0.0020797690376639366,0.08401384949684143,0.08401384949684143
107,0.0021010746713727713,0.0021010746713727713,0.08147192001342773,0.08147192001342773
108,0.0022136110346764326,0.0022136110346764326,0.08249237388372421,0.08249237388372421
109,0.0024902282748371363,0.0024902282748371363,0.07508581131696701,0.07508581131696701
110,0.0021692828740924597,0.0021692828740924597,0.07739905267953873,0.07739905267953873
111,0.002506309887394309,0.002506309887394309,0.07308228313922882,0.07308228313922882
112,0.002087049186229706,0.002087049186229706,0.07124217599630356,0.07124217599630356
113,0.0024761983659118414,0.0024761983659118414,0.06551462411880493,0.06551462411880493
114,0.0023033213801681995,0.0023033213801681995,0.06691129505634308,0.06691129505634308
115,0.0020962990820407867,0.0020962990820407867,0.05901961401104927,0.05901961401104927
116,0.0021414663642644882,0.0021414663642644882,0.061032939702272415,0.061032939702272415
117,0.002274836413562298,0.002274836413562298,0.06881533563137054,0.06881533563137054
118,0.0020124725997447968,0.0020124725997447968,0.0667133703827858,0.0667133703827858
119,0.002289244905114174,0.002289244905114174,0.07083836197853088,0.07083836197853088
120,0.0021718647330999374,0.0021718647330999374,0.07047499716281891,0.07047499716281891
121,0.002138259122148156,0.002138259122148156,0.0687200054526329,0.0687200054526329
122,0.002199761103838682,0.002199761103838682,0.06498308479785919,0.06498308479785919
123,0.0021686884574592113,0.0021686884574592113,0.07017038017511368,0.07017038017511368
124,0.0020674301777035,0.0020674301777035,0.07952765375375748,0.07952765375375748
125,0.0022512360010296106,0.0022512360010296106,0.07006954401731491,0.07006954401731491
126,0.0021585242357105017,0.0021585242357105017,0.07856249064207077,0.07856249064207077
127,0.0023258421570062637,0.0023258421570062637,0.0681225135922432,0.0681225135922432
128,0.0019880468025803566,0.0019880468025803566,0.0642264187335968,0.0642264187335968
129,0.0020722306799143553,0.0020722306799143553,0.06268429756164551,0.06268429756164551
130,0.0023910575546324253,0.0023910575546324253,0.06750795245170593,0.06750795245170593
131,0.002229314763098955,0.002229314763098955,0.06759021431207657,0.06759021431207657
132,0.002371568465605378,0.002371568465605378,0.06250186264514923,0.06250186264514923
133,0.002108827466145158,0.002108827466145158,0.07105285674333572,0.07105285674333572
134,0.002257856773212552,0.002257856773212552,0.06119268015027046,0.06119268015027046
135,0.0023668454959988594,0.0023668454959988594,0.06901150196790695,0.06901150196790695
136,0.002559610875323415,0.002559610875323415,0.05859890207648277,0.05859890207648277
137,0.0020586103200912476,0.0020586103200912476,0.057014159858226776,0.057014159858226776
138,0.0021991166286170483,0.0021991166286170483,0.06179480254650116,0.06179480254650116
139,0.002294814446941018,0.002294814446941018,0.06048393249511719,0.06048393249511719
140,0.0022715660743415356,0.0022715660743415356,0.07497096806764603,0.07497096806764603
141,0.0022193086333572865,0.0022193086333572865,0.06312798708677292,0.06312798708677292
142,0.0020750064868479967,0.0020750064868479967,0.059082284569740295,0.059082284569740295
143,0.0020087691955268383,0.0020087691955268383,0.06735573709011078,0.06735573709011078
144,0.0021301060914993286,0.0021301060914993286,0.0657184049487114,0.0657184049487114
145,0.002537803491577506,0.002537803491577506,0.05253634601831436,0.05253634601831436
146,0.0024135091807693243,0.0024135091807693243,0.05358952283859253,0.05358952283859253
147,0.002088269218802452,0.002088269218802452,0.054010797291994095,0.054010797291994095
148,0.0021654891315847635,0.0021654891315847635,0.04738647863268852,0.04738647863268852
149,0.0022717765532433987,0.0022717765532433987,0.04851632937788963,0.04851632937788963
150,0.0020586007740348577,0.0020586007740348577,0.05275318771600723,0.05275318771600723
151,0.002188656944781542,0.002188656944781542,0.044495757669210434,0.044495757669210434
152,0.0020991158671677113,0.0020991158671677113,0.04843670502305031,0.04843670502305031
153,0.0021121774334460497,0.0021121774334460497,0.049122560769319534,0.049122560769319534
154,0.0019389137160032988,0.0019389137160032988,0.05959087610244751,0.05959087610244751
155,0.0020091217011213303,0.0020091217011213303,0.06237788498401642,0.06237788498401642
156,0.002309178002178669,0.002309178002178669,0.049949560314416885,0.049949560314416885
157,0.001998953055590391,0.001998953055590391,0.05134228989481926,0.05134228989481926
158,0.0023260521702468395,0.0023260521702468395,0.04611992835998535,0.04611992835998535
159,0.0021245290990918875,0.0021245290990918875,0.04979686066508293,0.04979686066508293
160,0.002140821423381567,0.002140821423381567,0.05484941601753235,0.05484941601753235
161,0.002193609718233347,0.002193609718233347,0.051204390823841095,0.051204390823841095
162,0.0021352339535951614,0.0021352339535951614,0.05251070857048035,0.05251070857048035
163,0.0021859537810087204,0.0021859537810087204,0.0528048612177372,0.0528048612177372
164,0.002204011892899871,0.002204011892899871,0.05323560908436775,0.05323560908436775
165,0.002165314508602023,0.002165314508602023,0.04672516509890556,0.04672516509890556
166,0.0020227725617587566,0.0020227725617587566,0.0534069687128067,0.0534069687128067
167,0.002440031385049224,0.002440031385049224,0.04719751700758934,0.04719751700758934
168,0.002237248234450817,0.002237248234450817,0.053128525614738464,0.053128525614738464
169,0.002036389894783497,0.002036389894783497,0.04830824211239815,0.04830824211239815
170,0.002054329728707671,0.002054329728707671,0.045562710613012314,0.045562710613012314
171,0.0017897437792271376,0.0017897437792271376,0.05074116960167885,0.05074116960167885
172,0.0019899026956409216,0.0019899026956409216,0.041037511080503464,0.041037511080503464
173,0.002216323511675,0.002216323511675,0.0472000427544117,0.0472000427544117
174,0.002062919782474637,0.002062919782474637,0.04813593998551369,0.04813593998551369
175,0.0023456865455955267,0.0023456865455955267,0.04623766243457794,0.04623766243457794
176,0.0017902860417962074,0.0017902860417962074,0.04415010288357735,0.04415010288357735
177,0.0019563164096325636,0.0019563164096325636,0.047261860221624374,0.047261860221624374
178,0.002369894180446863,0.002369894180446863,0.04458865150809288,0.04458865150809288
179,0.0021149159874767065,0.0021149159874767065,0.043286219239234924,0.043286219239234924
180,0.0026720338501036167,0.0026720338501036167,0.04075940325856209,0.04075940325856209
181,0.001959878718480468,0.001959878718480468,0.04250633344054222,0.04250633344054222
182,0.002011975273489952,0.002011975273489952,0.04251759126782417,0.04251759126782417
183,0.002093744929879904,0.002093744929879904,0.045006584376096725,0.045006584376096725
184,0.002256483305245638,0.002256483305245638,0.04375981166958809,0.04375981166958809
185,0.0023851513396948576,0.0023851513396948576,0.04651511460542679,0.04651511460542679
186,0.0023795568849891424,0.0023795568849891424,0.04739176109433174,0.04739176109433174
187,0.001939677633345127,0.001939677633345127,0.04316112771630287,0.04316112771630287
188,0.002305883215740323,0.002305883215740323,0.03369347006082535,0.03369347006082535
189,0.002164034405723214,0.002164034405723214,0.03847522288560867,0.03847522288560867
190,0.0018603861099109054,0.0018603861099109054,0.046111930161714554,0.046111930161714554
191,0.0020316126756370068,0.0020316126756370068,0.03957269340753555,0.03957269713282585
192,0.0021342653781175613,0.0021342653781175613,0.038829505443573,0.038829505443573
193,0.002131602494046092,0.002131602494046092,0.039999544620513916,0.039999544620513916
194,0.0020721813198179007,0.0020721813198179007,0.03891776129603386,0.03891776129603386
195,0.002099522389471531,0.002099522389471531,0.04349375516176224,0.04349375516176224
196,0.0021261507645249367,0.0021261507645249367,0.04411115124821663,0.04411115124821663
197,0.002271382138133049,0.002271382138133049,0.0418977364897728,0.0418977364897728
198,0.0021554550621658564,0.0021554550621658564,0.0363333560526371,0.0363333560526371
199,0.0022247990127652884,0.0022247990127652884,0.037128694355487823,0.037128694355487823
